Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P53173|ERV14_YEAST	P53173	ERV14_YEAST	ERV14	138	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ER-derived vesicles protein ERV14	1:Experimental evidence at protein level	7.97	0.9674	0.9990	0.00000000000000	1	1	1	3	3	3	2.2628922E7	2.2628922E7	2.2628922E7			
sp|P53332|COAD_YEAST	P53332	COAD_YEAST	CAB4	305	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Phosphopantetheine adenylyltransferase	1:Experimental evidence at protein level	3.61	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	2325461.2	2325461.2	2325461.2	6C(57.0215)		
sp|P53600|COPZ_YEAST	P53600	COPZ_YEAST	RET3	189	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Coatomer subunit zeta	1:Experimental evidence at protein level	6.88	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	6531974.5	6531974.5	6531974.5			
sp|P53893|RIA1_YEAST	P53893	RIA1_YEAST	RIA1	1110	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ribosome assembly protein 1	1:Experimental evidence at protein level	1.17	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	1581786.6	1581786.6	1581786.6			
sp|P54730|UBX4_YEAST	P54730	UBX4_YEAST	UBX4	416	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	UBX domain-containing protein 4	1:Experimental evidence at protein level	2.40	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	3694924.2	3694924.2	3694924.2			
sp|P57744|TIM8_YEAST	P57744	TIM8_YEAST	TIM8	87	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mitochondrial import inner membrane translocase subunit TIM8	1:Experimental evidence at protein level	10.34	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	6808058.5	6808058.5	6808058.5			
sp|Q05874|EFM7_YEAST	Q05874	EFM7_YEAST	NNT1	261	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein N-terminal and lysine N-methyltransferase EFM7	1:Experimental evidence at protein level	3.45	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	2830280.2	2830280.2	2830280.2			
sp|Q06089|YP098_YEAST	Q06089	YP098_YEAST	YPR098C	161	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized mitochondrial outer membrane protein YPR098C	1:Experimental evidence at protein level	5.59	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	9665131.0	9665131.0	9665131.0			
sp|Q06178|NMA1_YEAST	Q06178	NMA1_YEAST	NMA1	401	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	1:Experimental evidence at protein level	3.74	0.9674	0.9990	0.00000000000000	1	1	1	2	2	2	2422508.2	2422508.2	2422508.2			
sp|Q06485|ATG33_YEAST	Q06485	ATG33_YEAST	ATG33	197	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Autophagy-related protein 33	1:Experimental evidence at protein level	12.69	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	1.4493843E7	1.4493843E7	1.4493843E7			
sp|Q07418|PEX19_YEAST	Q07418	PEX19_YEAST	PEX19	342	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Peroxisomal membrane protein import receptor PEX19	1:Experimental evidence at protein level	2.92	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	4889549.0	4889549.0	4889549.0			
sp|Q07915|RLP24_YEAST	Q07915	RLP24_YEAST	RLP24	199	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ribosome biogenesis protein RLP24	1:Experimental evidence at protein level	5.03	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	6308935.5	6308935.5	6308935.5			
sp|Q08548|ALE1_YEAST	Q08548	ALE1_YEAST	ALE1	619	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Lysophospholipid acyltransferase	1:Experimental evidence at protein level	1.78	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	2426609.5	2426609.5	2426609.5			
sp|Q08689|NAT5_YEAST	Q08689	NAT5_YEAST	NAT5	176	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	N-alpha-acetyltransferase NAT5	1:Experimental evidence at protein level	7.39	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	1.3650292E7	1.3650292E7	1.3650292E7			
sp|Q12012|YO289_YEAST	Q12012	YO289_YEAST	YOR289W	251	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized protein YOR289W	1:Experimental evidence at protein level	3.98	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	6875766.0	6875766.0	6875766.0			
sp|Q12349|ATP14_YEAST	Q12349	ATP14_YEAST	ATP14	124	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ATP synthase subunit H, mitochondrial	1:Experimental evidence at protein level	29.03	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	7413627.5	7413627.5	7413627.5			
sp|Q3E772|LSO2_YEAST	Q3E772	LSO2_YEAST	LSO2	92	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein LSO2	1:Experimental evidence at protein level	14.13	0.9674	0.9990	0.00000000000000	1	1	1	1	1	1	1.7035792E7	1.7035792E7	1.7035792E7			
sp|Q3E830|EGO2_YEAST	Q3E830	EGO2_YEAST	EGO2	75	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein EGO2	1:Experimental evidence at protein level	12.00	0.9674	0.9990	0.00000000000000	1	1	1	2	2	2	6906797.0	6906797.0	6906797.0			
sp|P06704|CDC31_YEAST	P06704	CDC31_YEAST	CDC31	161	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cell division control protein 31	1:Experimental evidence at protein level	7.45	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	6201414.0	6201414.0	6201414.0			
sp|P38153|AP3M_YEAST	P38153	AP3M_YEAST	APM3	483	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	AP-3 complex subunit mu	1:Experimental evidence at protein level	2.07	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	1852560.6	1852560.6	1852560.6			
sp|P38885|AIM46_YEAST	P38885	AIM46_YEAST	AIM46	310	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Altered inheritance of mitochondria protein 46, mitochondrial	1:Experimental evidence at protein level	4.19	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	3291267.2	3291267.2	3291267.2	11C(57.0215)		
sp|P39960|BEM2_YEAST	P39960	BEM2_YEAST	BEM2	2167	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	GTPase-activating protein BEM2/IPL2	1:Experimental evidence at protein level	0.46	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	1335744.0	1335744.0	1335744.0			
sp|P40335|PEP8_YEAST	P40335	PEP8_YEAST	PEP8	379	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Carboxypeptidase Y-deficient protein 8	1:Experimental evidence at protein level	2.64	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	3752538.8	3752538.8	3752538.8			
sp|P52891|NUP84_YEAST	P52891	NUP84_YEAST	NUP84	726	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Nucleoporin NUP84	1:Experimental evidence at protein level	1.24	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	2323505.0	2323505.0	2323505.0			
sp|P53110|YGP9_YEAST	P53110	YGP9_YEAST	YGL159W	370	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized protein YGL159W	1:Experimental evidence at protein level	5.41	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	2523696.8	2523696.8	2523696.8			
sp|P53155|YGI2_YEAST	P53155	YGI2_YEAST	YGL082W	381	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized protein YGL082W	1:Experimental evidence at protein level	2.10	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	3170066.0	3170066.0	3170066.0			
sp|Q03778|RIFK_YEAST	Q03778	RIFK_YEAST	FMN1	218	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Riboflavin kinase	1:Experimental evidence at protein level	5.50	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	6071348.0	6071348.0	6071348.0			
sp|Q08746|RRS1_YEAST	Q08746	RRS1_YEAST	RRS1	203	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Regulator of ribosome biosynthesis	1:Experimental evidence at protein level	4.43	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	4145841.2	4145841.2	4145841.2			
sp|Q3E7B6|VA0E_YEAST	Q3E7B6	VA0E_YEAST	VMA9	73	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	V-type proton ATPase subunit e	1:Experimental evidence at protein level	12.33	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	2.3179368E7	2.3179368E7	2.3179368E7			
sp|Q92317|NCB2_YEAST	Q92317	NCB2_YEAST	NCB2	146	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Negative cofactor 2 complex subunit beta	1:Experimental evidence at protein level	6.85	0.9673	0.9990	0.00000000000000	1	1	1	1	1	1	5137424.0	5137424.0	5137424.0			
sp|P32911|SUI1_YEAST	P32911	SUI1_YEAST	SUI1	108	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Eukaryotic translation initiation factor eIF-1	1:Experimental evidence at protein level	9.26	0.9672	0.9990	0.00000000000000	1	1	1	1	1	1	9024925.0	9024925.0	9024925.0	4C(57.0215)		
sp|P38922|HRB1_YEAST	P38922	HRB1_YEAST	HRB1	454	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Serine/arginine (SR)-type shuttling mRNA binding protein HRB1	1:Experimental evidence at protein level	2.42	0.9672	0.9990	0.00000000000000	1	1	1	1	1	1	4671601.0	4671601.0	4671601.0			
sp|P53192|GET1_YEAST	P53192	GET1_YEAST	GET1	235	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Golgi to ER traffic protein 1	1:Experimental evidence at protein level	3.83	0.9672	0.9990	0.00000000000000	1	1	1	1	1	1	8005336.0	8005336.0	8005336.0			
sp|P34232|MTR2_YEAST	P34232	MTR2_YEAST	MTR2	184	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	mRNA transport regulator MTR2	1:Experimental evidence at protein level	6.52	0.9671	0.9990	0.00000000000000	1	1	1	1	1	1	9852929.0	9852929.0	9852929.0			
sp|Q08230|SDHF2_YEAST	Q08230	SDHF2_YEAST	SDH5	162	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Succinate dehydrogenase assembly factor 2, mitochondrial	1:Experimental evidence at protein level	6.17	0.9671	0.9990	0.00000000000000	1	1	1	1	1	1	2287775.2	2287775.2	2287775.2			
sp|P32767|KA122_YEAST	P32767	KA122_YEAST	KAP122	1081	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Importin beta-like protein KAP122	1:Experimental evidence at protein level	1.02	0.9670	0.9990	0.00000000000000	1	1	1	1	1	1	9660252.0	9660252.0	9660252.0			
sp|P39969|BOI2_YEAST	P39969	BOI2_YEAST	BOI2	1040	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein BOI2	1:Experimental evidence at protein level	0.96	0.9670	0.9990	0.00000000000000	1	1	1	1	1	1	464680.38	464680.38	464680.38			
sp|Q05948|YL225_YEAST	Q05948	YL225_YEAST	YLR225C	407	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized SVF1-like protein YLR225C	1:Experimental evidence at protein level	2.21	0.9670	0.9990	0.00000000000000	1	1	1	1	1	1	4682098.0	4682098.0	4682098.0			
sp|Q06169|PEX30_YEAST	Q06169	PEX30_YEAST	PEX30	523	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Peroxisomal membrane protein PEX30	1:Experimental evidence at protein level	1.91	0.9670	0.9990	0.00000000000000	1	1	1	1	1	1	3100781.0	3100781.0	3100781.0			
sp|P20484|MAK11_YEAST	P20484	MAK11_YEAST	MAK11	414	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein MAK11	1:Experimental evidence at protein level	2.17	0.9669	0.9990	0.00000000000000	1	1	1	1	1	1	2788716.2	2788716.2	2788716.2			
sp|Q12754|RRP12_YEAST	Q12754	RRP12_YEAST	RRP12	1228	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ribosomal RNA-processing protein 12	1:Experimental evidence at protein level	0.73	0.9667	0.9990	0.00000000000000	1	1	1	1	1	1	1214407.5	1214407.5	1214407.5			
sp|P53108|YIP5_YEAST	P53108	YIP5_YEAST	YIP5	310	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein YIP5	1:Experimental evidence at protein level	3.23	0.9666	0.9990	0.00000000000000	1	1	1	1	1	1	2506390.8	2506390.8	2506390.8			
sp|Q12211|PUS1_YEAST	Q12211	PUS1_YEAST	PUS1	544	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	tRNA pseudouridine synthase 1	1:Experimental evidence at protein level	1.65	0.9666	0.9990	0.00000000000000	1	1	1	1	1	1	1509421.0	1509421.0	1509421.0			
sp|P38801|LRP1_YEAST	P38801	LRP1_YEAST	LRP1	184	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Exosome complex protein LRP1	1:Experimental evidence at protein level	4.89	0.9664	0.9990	0.00000000000000	1	1	1	1	1	1	3076908.0	3076908.0	3076908.0			
sp|Q6Q547|NOP10_YEAST	Q6Q547	NOP10_YEAST	NOP10	58	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	H/ACA ribonucleoprotein complex subunit NOP10	1:Experimental evidence at protein level	15.52	0.9664	0.9990	0.00000000000000	1	1	1	1	1	1	7974154.0	7974154.0	7974154.0			
sp|P32842|VATL2_YEAST	P32842	VATL2_YEAST	VMA11	164	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	V-type proton ATPase subunit c'	1:Experimental evidence at protein level	10.98	0.9663	0.9990	0.00000000000000	1	1	1	2	2	2	1479404.0	1479404.0	1479404.0			
sp|Q02774|SHR3_YEAST	Q02774	SHR3_YEAST	SHR3	210	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Secretory component protein SHR3	1:Experimental evidence at protein level	3.81	0.9662	0.9990	0.00000000000000	1	1	1	1	1	1	8815934.0	8815934.0	8815934.0			
sp|Q07651|FMP45_YEAST	Q07651	FMP45_YEAST	FMP45	309	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	SUR7 family protein FMP45	1:Experimental evidence at protein level	4.53	0.9662	0.9990	0.00000000000000	1	1	1	1	1	1	5744796.5	5744796.5	5744796.5			
sp|P38251|RFC5_YEAST	P38251	RFC5_YEAST	RFC5	354	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Replication factor C subunit 5	1:Experimental evidence at protein level	2.82	0.9661	0.9990	0.00000000000000	1	1	1	1	1	1	2178406.5	2178406.5	2178406.5			
sp|P36149|BET3_YEAST	P36149	BET3_YEAST	BET3	193	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Trafficking protein particle complex subunit BET3	1:Experimental evidence at protein level	4.15	0.9660	0.9990	0.00000000000000	1	1	1	1	1	1	4628059.0	4628059.0	4628059.0			
sp|P40442|CSS1_YEAST	P40442	CSS1_YEAST	CSS1	995	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Secreted protein CSS1	2:Experimental evidence at transcript level	0.80	0.9660	0.9990	0.00000000000000	1	0	1	2	0	2	5397219.5	0	5397219.5			sp|Q05164|HPF1_YEAST
sp|P25617|YCQ6_YEAST	P25617	YCQ6_YEAST	YCR016W	290	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized protein YCR016W	1:Experimental evidence at protein level	2.41	0.9659	0.9990	0.00000000000000	1	1	1	1	1	1	991204.1	991204.1	991204.1			
sp|Q00873|CYT2_YEAST	Q00873	CYT2_YEAST	CYT2	224	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Holocytochrome-c1 synthase	1:Experimental evidence at protein level	5.36	0.9659	0.9990	0.00000000000000	1	1	1	1	1	1	2566935.8	2566935.8	2566935.8			
sp|P40557|EPS1_YEAST	P40557	EPS1_YEAST	EPS1	701	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ER-retained PMA1-suppressing protein 1	1:Experimental evidence at protein level	1.28	0.9658	0.9989	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|Q12676|FOLD_YEAST	Q12676	FOLD_YEAST	FOL3	427	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Dihydrofolate synthetase	1:Experimental evidence at protein level	4.45	0.9658	0.9989	0.00000000000000	1	1	1	1	1	1	2224602.5	2224602.5	2224602.5			
sp|P32583|SRP40_YEAST	P32583	SRP40_YEAST	SRP40	406	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Suppressor protein SRP40	1:Experimental evidence at protein level	2.71	0.9657	0.9989	0.00000000000000	1	1	1	1	1	1	1.4191576E7	1.4191576E7	1.4191576E7			
sp|P36053|ELF1_YEAST	P36053	ELF1_YEAST	ELF1	145	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Transcription elongation factor 1	1:Experimental evidence at protein level	6.21	0.9657	0.9989	0.00000000000000	1	1	1	1	1	1	7017713.0	7017713.0	7017713.0	8C(57.0215),8C(57.0215)		
sp|P53107|YRB30_YEAST	P53107	YRB30_YEAST	YRB30	440	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ran-specific GTPase-activating protein 30	1:Experimental evidence at protein level	2.27	0.9657	0.9989	0.00000000000000	1	1	1	1	1	1	1042035.56	1042035.56	1042035.56			
sp|Q12428|PRPD_YEAST	Q12428	PRPD_YEAST	PDH1	516	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Probable 2-methylcitrate dehydratase	1:Experimental evidence at protein level	1.55	0.9657	0.9891	0.00403458213256	1	1	1	1	1	1	1555198.4	1555198.4	1555198.4			
sp|P40350|ALG5_YEAST	P40350	ALG5_YEAST	ALG5	334	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Dolichyl-phosphate beta-glucosyltransferase	1:Experimental evidence at protein level	2.69	0.9656	0.9989	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P43558|OTU1_YEAST	P43558	OTU1_YEAST	OTU1	301	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ubiquitin thioesterase OTU1	1:Experimental evidence at protein level	5.65	0.9656	0.9989	0.00000000000000	1	1	1	2	2	2	2482771.2	2482771.2	2482771.2			
sp|P38779|CIC1_YEAST	P38779	CIC1_YEAST	CIC1	376	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Proteasome-interacting protein CIC1	1:Experimental evidence at protein level	2.13	0.9648	0.9989	0.00000000000000	1	1	1	1	1	1	5633066.5	5633066.5	5633066.5	6C(57.0215)		
sp|P38777|FSH1_YEAST	P38777	FSH1_YEAST	FSH1	243	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Family of serine hydrolases 1	1:Experimental evidence at protein level	4.12	0.9645	0.9989	0.00000000000000	1	1	1	1	1	1	5223162.0	5223162.0	5223162.0			
sp|Q06217|SMD2_YEAST	Q06217	SMD2_YEAST	SMD2	110	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Small nuclear ribonucleoprotein Sm D2	1:Experimental evidence at protein level	7.27	0.9645	0.9989	0.00000000000000	1	1	1	1	1	1	3183806.2	3183806.2	3183806.2			
sp|P32913|VPS17_YEAST	P32913	VPS17_YEAST	VPS17	551	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Vacuolar protein sorting-associated protein 17	1:Experimental evidence at protein level	1.63	0.9643	0.9989	0.00000000000000	1	1	1	1	1	1	3303656.2	3303656.2	3303656.2			
sp|P43599|YFI8_YEAST	P43599	YFI8_YEAST	YFR018C	363	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized protein YFR018C	1:Experimental evidence at protein level	2.20	0.9641	0.9989	0.00000000000000	1	1	1	1	1	1	3294685.5	3294685.5	3294685.5			
sp|P38775|YHK5_YEAST	P38775	YHK5_YEAST	YHR045W	560	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Putative uncharacterized protein YHR045W	4:Protein predicted	1.79	0.9638	0.9989	0.00000000000000	1	1	1	1	1	1	4198965.0	4198965.0	4198965.0			
sp|P43597|YFI6_YEAST	P43597	YFI6_YEAST	YFR016C	1233	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uncharacterized protein YFR016C	1:Experimental evidence at protein level	0.73	0.9636	0.9989	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|Q05521|DPP1_YEAST	Q05521	DPP1_YEAST	DPP1	289	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Diacylglycerol pyrophosphate phosphatase 1	1:Experimental evidence at protein level	2.77	0.9636	0.9989	0.00000000000000	1	1	1	1	1	1	3424700.2	3424700.2	3424700.2			
sp|P46988|PFD1_YEAST	P46988	PFD1_YEAST	PFD1	109	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Prefoldin subunit 1	1:Experimental evidence at protein level	8.26	0.9624	0.9988	0.00000000000000	1	1	1	1	1	1	4173343.0	4173343.0	4173343.0			
sp|P53334|SCW4_YEAST	P53334	SCW4_YEAST	SCW4	386	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Probable family 17 glucosidase SCW4	1:Experimental evidence at protein level	2.07	0.9622	0.9988	0.00000000000000	1	1	1	1	1	1	5818379.0	5818379.0	5818379.0			
sp|P48445|BPL1_YEAST	P48445	BPL1_YEAST	BPL1	690	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Biotin--protein ligase	1:Experimental evidence at protein level	3.19	0.9612	0.9988	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P38304|MED8_YEAST	P38304	MED8_YEAST	MED8	223	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mediator of RNA polymerase II transcription subunit 8	1:Experimental evidence at protein level	4.04	0.9609	0.9988	0.00000000000000	1	1	1	1	1	1	2411764.8	2411764.8	2411764.8			
sp|P38439|LEO1_YEAST	P38439	LEO1_YEAST	LEO1	464	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	RNA polymerase-associated protein LEO1	1:Experimental evidence at protein level	3.45	0.9603	0.9896	0.00403458213256	2	2	2	2	2	2	4644785.5	4644785.5	4644785.5			
sp|P38698|PPX1_YEAST	P38698	PPX1_YEAST	PPX1	397	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Polyphosphatase	1:Experimental evidence at protein level	1.76	0.9600	0.9988	0.00000000000000	1	1	1	1	1	1	3343195.0	3343195.0	3343195.0			
sp|P46970|NMD5_YEAST	P46970	NMD5_YEAST	NMD5	1048	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Nonsense-mediated mRNA decay protein 5	1:Experimental evidence at protein level	0.95	0.9600	0.9988	0.00000000000000	1	1	1	1	1	1	6297767.0	6297767.0	6297767.0	8C(57.0215)		
sp|P32478|HS150_YEAST	P32478	HS150_YEAST	HSP150	413	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cell wall mannoprotein HSP150	1:Experimental evidence at protein level	1.94	0.9592	0.9987	0.00000000000000	1	0	1	2	0	2	1.1085073E7	0	1.1085073E7			sp|P46999|PIR5_YEAST, sp|P47001|CIS3_YEAST, sp|Q03178|PIR1_YEAST, sp|Q03180|PIR3_YEAST
sp|P25580|PBN1_YEAST	P25580	PBN1_YEAST	PBN1	416	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein PBN1	1:Experimental evidence at protein level	2.40	0.9589	0.9987	0.00000000000000	1	1	1	1	1	1	6317222.0	6317222.0	6317222.0			
sp|P29468|PAP_YEAST	P29468	PAP_YEAST	PAP1	568	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Poly(A) polymerase	1:Experimental evidence at protein level	1.76	0.9586	0.9987	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P52488|UBA2_YEAST	P52488	UBA2_YEAST	UBA2	636	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Ubiquitin-activating enzyme E1-like	1:Experimental evidence at protein level	1.42	0.9584	0.9987	0.00000000000000	1	1	1	1	1	1	2230431.2	2230431.2	2230431.2			
sp|P24279|MCM3_YEAST	P24279	MCM3_YEAST	MCM3	971	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	DNA replication licensing factor MCM3	1:Experimental evidence at protein level	1.96	0.9582	0.9898	0.00403458213256	2	2	2	2	2	2	0	0	0	4C(57.0215)		
sp|Q04119|PPN1_YEAST	Q04119	PPN1_YEAST	PPN1	674	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Endopolyphosphatase	1:Experimental evidence at protein level	1.34	0.9570	0.9987	0.00000000000000	1	1	1	1	1	1	0	0	0			
sp|P38930|CSK2C_YEAST	P38930	CSK2C_YEAST	CKB2	258	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Casein kinase II subunit beta'	1:Experimental evidence at protein level	3.49	0.9568	0.9987	0.00000000000000	1	1	1	1	1	1	5919432.0	5919432.0	5919432.0			
sp|P39925|AFG3_YEAST	P39925	AFG3_YEAST	AFG3	761	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mitochondrial respiratory chain complexes assembly protein AFG3	1:Experimental evidence at protein level	1.97	0.9566	0.9824	0.00620767494357	2	2	2	2	2	2	3597009.5	3597009.5	3597009.5			
sp|Q07457|BRE1_YEAST	Q07457	BRE1_YEAST	BRE1	700	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	E3 ubiquitin-protein ligase BRE1	1:Experimental evidence at protein level	1.43	0.9566	0.9987	0.00000000000000	1	1	1	1	1	1	5143364.0	5143364.0	5143364.0			
sp|P47818|CCC1_YEAST	P47818	CCC1_YEAST	CCC1	322	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein CCC1	1:Experimental evidence at protein level	2.80	0.9552	0.9986	0.00000000000000	1	1	1	1	1	1	4504844.5	4504844.5	4504844.5			
sp|P40433|6P21_YEAST	P40433	6P21_YEAST	PFK26	827	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	6-phosphofructo-2-kinase 1	1:Experimental evidence at protein level	1.09	0.9550	0.9986	0.00000000000000	1	1	1	1	1	1	4465941.5	4465941.5	4465941.5			
